id,imdb_id,budget,revenue,genre_names,original_title,runtime,status,countries,title,original_language,avg_vote,vote_count,popularity,genres,year,90s,00s,10s,Drama,Thriller,Romance,Adventure,Action,History,Comedy,Mystery,Fantasy,Animation,Family,Crime,War,Science Fiction,Horror,Music,Western,TV Movie,profit,profit_margin
3177,tt0338763,9000000.0,14902587.0,"['Action', 'Thriller']",バトル・ロワイアルII 鎮魂歌,155.0,Released,['Japan'],Battle Royale II: Requiem,Japanese,5.0,244,10.221,"[28, 53]",2003,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5902587.0,39.6
4291,tt0199683,,461259.0,"['Comedy', 'Drama', 'Family']",菊次郎の夏,117.0,Released,['Japan'],Kikujiro,Japanese,7.6,213,10.716,"[35, 18, 10751]",1999,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,
4550,tt0451094,,23834149.0,"['Drama', 'Thriller']",친절한 금자씨,115.0,Released,['South Korea'],Sympathy for Lady Vengeance,Korean,7.5,827,14.285,"[18, 53]",2005,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4552,tt0365376,,1045252.0,"['Drama', 'Horror', 'Mystery']","장화, 홍련",115.0,Released,['South Korea'],A Tale of Two Sisters,Korean,7.1,528,29.533,"[18, 27, 9648]",2003,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,,
4588,tt0808357,15000000.0,67091915.0,"['Action', 'Drama', 'Romance', 'Thriller']",色‧戒,156.0,Released,"['China', 'United States of America', 'Taiwan']","Lust, Caution",Chinese,7.1,309,21.624,"[28, 18, 10749, 53]",2007,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,52091915.0,77.6
4689,tt0310775,4000000.0,2046061.0,"['Action', 'Drama', 'Thriller']",복수는 나의 것,121.0,Released,['South Korea'],Sympathy for Mr. Vengeance,Korean,7.5,696,12.236,"[28, 18, 53]",2002,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1953939.0,-95.5
4935,tt0347149,24000000.0,236212992.0,"['Fantasy', 'Animation', 'Adventure']",ハウルの動く城,119.0,Released,['Japan'],Howl's Moving Castle,Japanese,8.4,4814,41.612,"[12, 16, 14]",2004,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,212212992.0,89.8
4977,tt0851578,,944915.0,"['Animation', 'Drama', 'Mystery', 'Science Fiction', 'Thriller']",パプリカ,90.0,Released,['Japan'],Paprika,Japanese,7.8,1062,15.252,"[16, 18, 9648, 878, 53]",2006,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,,
5139,tt0756648,13000000.0,29610210.0,"['Adventure', 'Family']",Le renard et l'enfant,94.0,Released,['France'],The Fox and the Child,French,6.6,247,6.898,"[12, 10751]",2007,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16610210.0,56.1
5488,tt0497137,,4642401.0,"['Drama', 'Comedy', 'Romance']",싸이보그지만 괜찮아,105.0,Released,['South Korea'],"I'm a Cyborg, But That's OK",Korean,7.2,250,8.843,"[35, 18, 10749]",2006,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
5528,tt0372824,,88385944.0,['Drama'],Les Choristes,96.0,Released,"['Switzerland', 'Germany', 'France']",The Chorus,French,7.7,1480,19.684,[18],2004,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
5552,tt0314063,24665810.0,7172452.0,"['Drama', 'Action', 'Science Fiction']",Immortel (ad vitam),103.0,Released,"['United Kingdom', 'France', 'Italy']",Immortal,French,5.9,254,11.208,"[28, 18, 878]",2004,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-17493358.0,-243.9
5595,tt1016301,,1028290.0,"['Mystery', 'Thriller']",La Habitación de Fermat,88.0,Released,['Spain'],Fermat's Room,Spanish,6.6,200,9.548,"[9648, 53]",2007,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
5910,tt0119250,,500000.0,"['Crime', 'Drama']",はなび,103.0,Released,['Japan'],Fireworks,Japanese,7.7,285,7.376,"[80, 18]",1997,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
6076,tt0960790,,81744033.0,"['Drama', 'Comedy', 'Romance']",Keinohrhasen,116.0,Released,['Germany'],Rabbit Without Ears,German,6.2,218,9.867,"[18, 35, 10749]",2007,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
6116,tt0120185,25000000.0,29342592.0,"['Adventure', 'Fantasy', 'Drama', 'Comedy', 'Music']",Spiceworld: The Movie,93.0,Released,['United Kingdom'],Spiceworld: The Movie,Spanish,4.8,274,8.213,"[12, 35, 18, 14, 10402]",1997,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,4342592.0,14.8
6312,tt0237534,29000000.0,70752904.0,"['Adventure', 'Horror', 'Action', 'History']",Le Pacte des loups,137.0,Released,['France'],Brotherhood of the Wolf,French,6.6,816,15.663,"[28, 12, 36, 27]",2001,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,41752904.0,59.0
6537,tt0464141,3400000.0,78638987.0,"['Horror', 'Drama', 'Thriller']",El orfanato,105.0,Released,['Spain'],The Orphanage,Spanish,7.2,1553,15.923,"[18, 27, 53]",2007,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,75238987.0,95.7
6691,tt0482088,10000000.0,28041861.0,"['Drama', 'Comedy', 'Romance']",Hors de prix,104.0,Released,['France'],Priceless,French,6.4,452,10.029,"[18, 35, 10749]",2006,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18041861.0,64.3
6968,tt0765432,27000000.0,26937355.0,"['Action', 'Crime', 'Drama', 'History', 'Thriller']",Der Baader Meinhof Komplex,150.0,Released,"['Czech Republic', 'France', 'Germany']",The Baader Meinhof Complex,German,7.0,308,8.573,"[28, 80, 18, 36, 53]",2008,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,-62645.0,-0.2
7229,tt0310203,27440000.0,27729359.0,"['Comedy', 'Crime']",Tais-toi !,85.0,Released,['France'],Ruby & Quentin,French,6.7,446,10.273,"[35, 80]",2003,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,289359.0,1.0
7291,tt0390808,,,"['Crime', 'Drama', 'Thriller']",36 Quai des Orfèvres,111.0,Released,['France'],36th Precinct,French,6.9,276,9.253,"[80, 18, 53]",2004,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
7347,tt0861739,4000000.0,14759148.0,"['Drama', 'Action', 'Crime']",Tropa de Elite,115.0,Released,['Brazil'],Elite Squad,Portuguese,8.1,1159,11.429,"[28, 80, 18]",2007,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,10759148.0,72.9
7500,tt0108188,,58834.0,"['Action', 'Crime', 'Thriller']",Sonatine,94.0,Released,['Japan'],Sonatine,Japanese,7.6,259,8.427,"[28, 80, 53]",1993,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,
7508,tt0986264,2600000.0,21897373.0,['Drama'],Taare Zameen Par,165.0,Released,['India'],Like Stars on Earth,Hindi,8.0,485,11.828,[18],2007,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19297373.0,88.1
7549,tt0446059,,68072848.0,"['Drama', 'Action']",霍元甲,103.0,Released,"['China', 'Hong Kong', 'United States of America']",Fearless,Chinese,7.4,706,17.403,"[28, 18]",2006,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
7735,tt1063669,7500000.0,32350637.0,"['Drama', 'Thriller']",Die Welle,107.0,Released,['Germany'],The Wave,German,7.6,2019,15.724,"[18, 53]",2008,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24850637.0,76.8
7862,tt0813547,,18814713.0,"['Drama', 'War']",Die Fälscher,98.0,Released,"['Austria', 'Germany']",The Counterfeiters,German,7.4,280,7.553,"[18, 10752]",2007,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
7913,tt0405508,2200000.0,8846694.0,"['Comedy', 'Drama', 'History']",रंग दे बसंती,157.0,Released,['India'],Rang De Basanti,Hindi,7.4,215,10.236,"[35, 18, 36]",2006,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6646694.0,75.1
8088,tt0913425,18000000.0,37472507.0,"['Drama', 'Romance', 'Thriller']",Los abrazos rotos,127.0,Released,['Spain'],Broken Embraces,Spanish,7.2,363,8.281,"[18, 53, 10749]",2009,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19472507.0,52.0
8265,tt1064932,11000000.0,245144417.0,"['Comedy', 'Drama', 'Romance']",Bienvenue chez les ch'tis,106.0,Released,['France'],Welcome to the Sticks,French,6.7,1629,19.307,"[35, 18, 10749]",2008,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,234144417.0,95.5
8329,tt1038988,1500000.0,32511655.0,"['Horror', 'Mystery']",[REC],78.0,Released,['Spain'],[REC],Spanish,7.1,2367,18.778,"[27, 9648]",2007,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,31011655.0,95.4
8342,tt0283509,1012153.0,4858869.0,"['Drama', 'Action', 'History']",No Man's Land,98.0,Released,"['Belgium', 'Bosnia and Herzegovina', 'France', 'Italy', 'Slovenia', 'United Kingdom']",No Man's Land,Bosnian,7.7,229,9.089,"[28, 18, 36]",2001,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3846716.0,79.2
8366,tt0248408,,75675074.0,"['Comedy', 'Western']",Der Schuh des Manitu,87.0,Released,['Germany'],Manitou's Shoe,German,6.9,282,10.379,"[35, 37]",2001,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,,
8424,tt0364517,,8604201.0,"['Drama', 'Comedy', 'Romance']",Jeux d'enfants,93.0,Released,"['France', 'Belgium']",Love Me If You Dare,French,7.3,1256,9.192,"[35, 18, 10749]",2003,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
8440,tt0293007,3684600.0,10781635.0,['Drama'],Carandiru,148.0,Released,['Brazil'],Carandiru,Portuguese,7.5,254,8.738,[18],2003,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7097035.0,65.8
8697,tt0127357,,,"['Adventure', 'Action', 'Comedy', 'Thriller']",我是誰,108.0,Released,['Hong Kong'],Who Am I?,Chinese,6.9,375,15.253,"[28, 12, 35, 53]",1998,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,
8736,tt0456123,,844711.0,['Comedy'],Dikkenek,84.0,Released,"['Belgium', 'France']",Dikkenek,French,6.8,405,8.014,[35],2006,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
8827,tt0875113,13442285.0,13444973.0,"['Drama', 'Comedy']",99 francs,105.0,Released,['France'],99 francs,French,6.6,470,7.901,"[35, 18]",2007,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2688.0,0.0
8832,tt1023490,7275000.0,11260366.0,['Drama'],Il Divo,113.0,Released,"['France', 'Italy']",Il Divo,Italian,7.7,571,8.215,[18],2008,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3985366.0,35.4
8841,tt1068646,,29303505.0,['Drama'],Entre les murs,128.0,Released,['France'],The Class,French,7.0,378,6.997000000000001,[18],2008,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
8882,tt0929425,,68089668.0,"['Drama', 'Crime']",Gomorra,135.0,Released,['Italy'],Gomorrah,Italian,6.9,691,11.943,"[80, 18]",2008,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
8982,tt0427954,6000000.0,27165581.0,"['Action', 'Crime', 'Drama', 'Thriller']",ต้มยำกุ้ง,108.0,Released,"['Thailand', 'Australia']",The Protector,Thai,6.9,340,11.384,"[28, 80, 18, 53]",2005,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,21165581.0,77.9
9075,tt0389557,21000000.0,26768563.0,"['Drama', 'Thriller', 'War']",Zwartboek,145.0,Released,"['Belgium', 'Germany', 'Netherlands', 'United Kingdom']",Black Book,Dutch,7.4,581,14.43,"[18, 53, 10752]",2006,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5768563.0,21.5
9299,tt0117883,,14227.0,"['Horror', 'Thriller']",Tesis,125.0,Released,['Spain'],Thesis,Spanish,7.3,360,7.301,"[27, 53]",1996,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
9316,tt0368909,1100000.0,20235426.0,"['Action', 'Thriller']",Ong Bak,105.0,Released,['Thailand'],Ong Bak: Muay Thai Warrior,Thai,7.0,957,12.367,"[28, 53]",2003,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19135426.0,94.6
9323,tt0113568,,515905.0,"['Action', 'Animation', 'Science Fiction']",GHOST IN THE SHELL,83.0,Released,['Japan'],Ghost in the Shell,Japanese,7.9,1706,25.846,"[28, 16, 878]",1995,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,,
9367,tt0104815,220000.0,2040920.0,"['Action', 'Crime', 'Thriller']",El Mariachi,81.0,Released,"['Mexico', 'United States of America']",El Mariachi,Spanish,6.6,529,9.973,"[28, 80, 53]",1992,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1820920.0,89.2
9369,tt0109162,,,"['Family', 'Animation', 'Adventure', 'Comedy']",Astérix et les Indiens,85.0,Released,"['Germany', 'France']",Asterix Conquers America,French,6.2,337,15.149,"[12, 16, 35, 10751]",1994,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,,
9404,tt0116704,,21890845.0,"['Action', 'Adventure', 'Comedy', 'Crime', 'Drama', 'Thriller']",警察故事4之簡單任務,107.0,Released,['Hong Kong'],Police Story 4: First Strike,Chinese,6.3,222,13.552,"[28, 12, 35, 80, 18, 53]",1996,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,,
9421,tt0119038,12500000.0,4071548.0,['Comedy'],Le Dîner de cons,80.0,Released,['France'],The Dinner Game,French,7.8,1045,10.132,[35],1998,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-8428452.0,-207.0
9470,tt0373074,20000000.0,104882445.0,"['Action', 'Comedy', 'Crime', 'Fantasy']",功夫,99.0,Released,"['China', 'Hong Kong']",Kung Fu Hustle,Chinese,7.3,1463,20.869,"[28, 35, 80, 14]",2004,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,84882445.0,80.9
9539,tt1029234,6500000.0,1149138.0,"['Horror', 'Drama', 'Thriller']",Martyrs,99.0,Released,"['Canada', 'France']",Martyrs,French,7.3,1336,19.199,"[18, 27, 53]",2008,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-5350862.0,-465.6
9550,tt0385004,,92863945.0,"['Adventure', 'Drama', 'Action', 'Romance']",十面埋伏,119.0,Released,"['China', 'Hong Kong']",House of Flying Daggers,Chinese,7.3,870,17.737000000000005,"[28, 12, 18, 10749]",2004,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
9564,tt0133385,,1632567.0,"['Family', 'Adventure', 'Comedy', 'Fantasy']",Astérix & Obélix contre César,109.0,Released,['France'],Asterix & Obelix Take on Caesar,French,6.0,1119,15.48,"[12, 35, 14, 10751]",1999,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,,
9597,tt0164961,,13240767.0,"['Fantasy', 'Action', 'Thriller', 'Crime', 'Science Fiction', 'Mystery']",Vidocq,98.0,Released,['France'],Vidocq,French,5.8,302,9.239,"[28, 80, 14, 9648, 878, 53]",2001,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,,
9606,tt0293416,14500000.0,4035192.0,"['Animation', 'Science Fiction']",Metropolis,108.0,Released,['Japan'],Metropolis,Japanese,7.0,220,9.965,"[16, 878]",2001,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-10464808.0,-259.3
9642,tt0371552,,22501596.0,"['Family', 'Animation', 'Comedy', 'Adventure']",Astérix et les Vikings,78.0,Released,"['Denmark', 'France']",Asterix and the Vikings,French,6.1,443,12.995,"[12, 16, 35, 10751]",2006,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,,
9662,tt0286244,9500000.0,14776760.0,"['Drama', 'Animation', 'Comedy']",Les Triplettes de Belleville,80.0,Released,"['France', 'Belgium', 'Canada', 'United Kingdom']",The Triplets of Belleville,French,7.4,525,9.252,"[16, 35, 18]",2003,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5276760.0,35.7
9696,tt0296042,1400000.0,80631.0,"['Action', 'Crime', 'Horror']",殺し屋1,129.0,Released,['Japan'],Ichi the Killer,Japanese,7.1,473,13.442,"[28, 80, 27]",2001,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,-1319369.0,-1636.3
9789,tt0846040,5000000.0,12894062.0,['Comedy'],Mio fratello è figlio unico,108.0,Released,"['France', 'Italy']",My Brother Is an Only Child,Italian,6.7,240,4.8439999999999985,[35],2007,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7894062.0,61.2
9796,tt0454970,10000000.0,14756513.0,"['Horror', 'Thriller']",Turistas,93.0,Released,['United States of America'],Turistas,Portuguese,5.3,436,9.986,"[27, 53]",2006,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4756513.0,32.2
9805,tt0349047,9000000.0,76341401.0,"['Comedy', 'Science Fiction']",(T)Raumschiff Surprise - Periode 1,87.0,Released,['Germany'],Dreamship Surprise - Period 1,German,6.2,258,12.682,"[35, 878]",2004,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,67341401.0,88.2
10045,tt0414852,12000000.0,11169386.0,"['Action', 'Thriller', 'Science Fiction']",Banlieue 13,84.0,Released,['France'],District B13,French,6.6,1077,12.602,"[28, 878, 53]",2004,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-830614.0,-7.4
10086,tt0103905,,205569.0,"['Comedy', 'Crime', 'Drama', 'Horror']",C'est arrivé près de chez vous,96.0,Released,"['Belgium', 'France']",Man Bites Dog,French,7.4,448,9.815,"[35, 80, 18, 27]",1992,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,,
10226,tt0338095,,6291958.0,"['Horror', 'Thriller', 'Mystery']",Haute tension,91.0,Released,['France'],High Tension,French,6.7,656,10.218,"[27, 9648, 53]",2003,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,,
10228,tt0190641,30000000.0,163644662.0,"['Animation', 'Adventure', 'Action']",劇場版ポケットモンスター ミュウツーの逆襲,75.0,Released,['Japan'],Pokémon: The First Movie - Mewtwo Strikes Back,Japanese,6.8,857,12.565,"[16, 12, 28]",1998,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,133644662.0,81.7
10234,tt0119167,,,"['Drama', 'Horror', 'Thriller']",Funny Games,109.0,Released,['Austria'],Funny Games,German,7.4,927,10.706,"[18, 27, 53]",1997,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
10347,tt0118996,,,"['Action', 'Crime']",Dobermann,103.0,Released,['France'],Dobermann,French,6.7,257,8.477,"[28, 80]",1997,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,
10353,tt0120882,,146072.0,"['Comedy', 'Fantasy']",Les visiteurs : Les couloirs du temps,118.0,Released,['France'],The Visitors II: The Corridors of Time,French,6.0,607,12.055,"[35, 14]",1998,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,
10376,tt0120731,9000000.0,20965117.0,"['Drama', 'Music', 'Romance']",La leggenda del pianista sull'oceano,170.0,Released,['Italy'],The Legend of 1900,Italian,8.3,1334,16.848,"[18, 10402, 10749]",1998,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11965117.0,57.1
10389,tt0325655,10706075.0,12165016.0,['Horror'],見鬼,98.0,Released,"['Hong Kong', 'Singapore', 'Thailand']",The Eye,Chinese,6.5,223,6.437,[27],2002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1458941.0,12.0
10404,tt0101640,,2603061.0,['Drama'],大红灯笼高高挂,125.0,Released,"['China', 'Hong Kong', 'Taiwan']",Raise the Red Lantern,Chinese,8.0,333,12.043,[18],1991,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
10494,tt0156887,,563130.0,"['Animation', 'Thriller']",パーフェクトブルー,81.0,Released,['Japan'],Perfect Blue,Japanese,8.2,879,18.806,"[16, 53]",1997,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,
10599,tt0255477,40000000.0,44310395.0,"['Comedy', 'Family', 'Fantasy']",Pinocchio,108.0,Released,"['Italy', 'United States of America']",Pinocchio,Italian,5.8,534,7.76,"[35, 14, 10751]",2002,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,4310395.0,9.7
10622,tt0117786,12716953.0,18814720.0,"['Crime', 'Action', 'Comedy']",一個好人,113.0,Released,['Hong Kong'],Mr. Nice Guy,Chinese,6.2,304,20.531,"[28, 35, 80]",1997,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,6097767.0,32.4
10664,tt1245112,5600000.0,18853164.0,"['Thriller', 'Horror']",[REC]²,85.0,Released,['Spain'],[REC]²,Spanish,6.5,1110,19.205,"[27, 53]",2009,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13253164.0,70.3
10722,tt0112922,,,"['Action', 'Comedy', 'Horror', 'Crime']",El día de la bestia,103.0,Released,"['Italy', 'Spain']",The Day of the Beast,Spanish,7.2,247,9.598,"[28, 35, 27, 80]",1995,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,,
10757,tt0248126,,11334547.0,"['Comedy', 'Drama']",कभी ख़ुशी कभी ग़म,210.0,Released,['India'],Kabhi Khushi Kabhie Gham,Hindi,7.7,228,11.165,"[35, 18]",2001,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
10775,tt0338564,,8836958.0,"['Drama', 'Action', 'Thriller', 'Crime', 'Mystery']",無間道,101.0,Released,['Hong Kong'],Infernal Affairs,Chinese,7.8,851,17.768,"[28, 80, 18, 9648, 53]",2002,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,,
10795,tt0362225,11700000.0,33428799.0,"['Drama', 'Thriller', 'Crime', 'Mystery']",Ne le dis à personne,131.0,Released,['France'],Tell No One,French,7.3,777,10.297,"[18, 53, 80, 9648]",2006,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,21728799.0,65.0
10800,tt0944834,12000000.0,12389088.0,"['Animation', 'Family']",Chasseurs de dragons,80.0,Released,['France'],Dragon Hunters,French,6.4,248,7.585,"[16, 10751]",2008,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,389088.0,3.1
10832,tt0465203,,5822116.0,"['Thriller', 'Horror']",Ils,77.0,Released,"['France', 'Romania']",Them,French,6.1,279,6.546,"[53, 27]",2006,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
10846,tt0419198,35000000.0,25460023.0,"['Comedy', 'Drama', 'Romance']",La tigre e la neve,114.0,Released,['Italy'],The Tiger and the Snow,Italian,6.8,317,8.012,"[35, 18, 10749]",2005,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-9539977.0,-37.5
10867,tt0213847,,14493284.0,['Drama'],Malèna,109.0,Released,['Italy'],Malena,Italian,7.1,844,23.867,[18],2000,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
10870,tt0368668,,15823762.0,"['Comedy', 'Western']",Les Dalton,86.0,Released,"['Spain', 'France', 'Germany']",Lucky Luke and the Daltons,French,3.7,205,11.805,"[35, 37]",2004,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,,
10975,tt0099558,,10405394.0,"['Action', 'Adventure', 'Crime', 'Thriller']",飛鷹計劃,106.0,Released,['Hong Kong'],Operation Condor,Chinese,7.2,228,13.84,"[28, 12, 80, 53]",1991,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,
10991,tt0235679,16000000.0,68411275.0,"['Adventure', 'Fantasy', 'Animation', 'Action', 'Family']",劇場版ポケットモンスター 結晶塔の帝王 ENTEI,93.0,Released,['Japan'],Pokémon 3: The Movie - Spell of the Unown,Japanese,6.3,346,14.292,"[12, 14, 16, 28, 10751]",2000,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,52411275.0,76.6
10995,tt0101316,,4899194.0,"['Drama', 'Romance']",L'Amant,115.0,Released,"['France', 'United Kingdom', 'Vietnam']",The Lover,French,6.6,266,11.147,"[18, 10749]",1992,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
10997,tt0106332,,5216888.0,['Drama'],霸王别姬,166.0,Released,"['China', 'Hong Kong']",Farewell My Concubine,Chinese,8.1,236,17.097,[18],1993,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11010,tt0110877,,21898920.0,"['Comedy', 'Drama', 'Romance']",Il postino,108.0,Released,"['Belgium', 'France', 'Italy']",The Postman,Italian,8.0,588,8.537,"[35, 18, 10749]",1994,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
11075,tt0235198,,359853.0,"['Mystery', 'Drama', 'Horror', 'Thriller']",オーディション,115.0,Released,['Japan'],Audition,Japanese,7.0,754,13.064,"[18, 27, 9648, 53]",2000,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,,
11078,tt0271668,,50097949.0,"['Action', 'Comedy', 'Crime', 'Thriller']",National Security,88.0,Released,['United States of America'],National Security,Korean,5.6,505,11.36,"[28, 35, 80, 53]",2003,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,,
11101,tt0108211,,152972.0,"['Drama', 'History', 'War']",Stalingrad,134.0,Released,['Germany'],Stalingrad,German,7.3,244,12.515999999999998,"[18, 36, 10752]",1993,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,
